"name","lon","lat"
"Otto-Selz-Institut für Angewandte Psychologie",8.46905474962275,49.4809142754349
"Mannheim Business School",8.46589192228471,49.4828115335101
"Hochschule Mannheim L",8.48185343376698,49.4712471475971
NA,8.47986805756896,49.4720904021069
NA,8.48215184648335,49.4695329306686
NA,8.39455626583369,49.0149503147945
"Pädagogische Hochschule Karlsruhe",8.39270942066731,49.013688685112
"Karlshochschule International University",8.39405374312142,49.0066414892739
"Staatliche Akademie der Bildenden Künste Karlsruhe",8.38688901815703,49.0142478339272
"Sporthalle der Universität",8.4992394,49.4785265
"Hochschule Aalen (Campus Burren)",10.0674203809096,48.8411528941084
"Hochschule Aalen (Campus Beethovenstraße)",10.0734875504033,48.8378169034705
"Diakoniewissenschaftliches Institut",8.71428134330869,49.4122681532146
"Gästehaus L2 & IBZ",8.46442806988342,49.4843468253999
NA,8.45583338342027,49.488586942438
"Neue Universität",8.70661101179187,49.4101948191113
"Geographisches Institut",8.67689567890238,49.4187077465114
"Hochschule für Gestaltung",9.79359217344216,48.7930239763053
"Filmakademie Baden-Württemberg",9.19191406574223,48.8936481193236
"Akademie für Darstellende Kunst Baden-Württemberg",9.19344377463323,48.893838661101
"Hochschule Pforzheim",8.71668847434042,48.8788206484044
"DHBW",9.44499851923839,47.6649241944016
"EBC Hochschule Stuttgart",9.18031810971831,48.7698767442142
NA,9.19610721597829,48.8836050448481
"Technische Hochschule Ulm",9.99747654569038,48.4087599559655
"A5",8.45731347707119,49.4873325181387
"Hochschule für Forstwirtschaft Rottenburg",8.94300246021884,48.4577308425035
"Hochschule Esslingen",9.3114966243009,48.7382716514597
"Hochschule Esslingen, Standort Göppingen",9.65619869697099,48.6971003161868
"Hochschule für Musik Karlsruhe",8.42657936765574,49.0045378473552
"Universität Heidelberg, Astronomisches Rechen-Institut",8.68804317234041,49.4177385463161
"Hochschule für Gestaltung - Bahnhofplatz",9.78822970463384,48.8003832645252
"Bildungscampus Ost",9.21766601060642,49.147121306433
"Bildungscampus Ost",9.21766601060642,49.147121306433
NA,8.68521313878827,49.408550860395
NA,8.68867517362834,49.4091331332871
NA,8.68591102636218,49.4095685277119
NA,8.6894376625714,49.4099494789241
"Universität Mannheim",8.46992186150513,49.4810130637628
"Institut für Mittelstandsforschung",8.46670241796878,49.481769690884
"Hochschule Offenburg",7.94243846336836,48.4575561486316
"Hochschule für Wirtschaft und Umwelt",9.33763704602693,48.6274599390525
"Pädagogische Hochschule Schwäbisch Gmünd",9.827970736279,48.7912961051101
"Mathematisches Forschungsinstitut Oberwolfach",8.23552335996455,48.3455181737165
"Hochschule für Technik",9.17224833298955,48.7802480268071
"DHBW Stuttgart",9.15797680623757,48.7701936954803
"Steinbeis Institute of Management and Technology",9.20355408189038,48.7115089405892
"Hochschule der Medien",9.10117912880708,48.7413175943514
"BildungsCampus Gengenbach",8.01979068337042,48.395690509778
"Freie Hochschule Stuttgart",9.19349662531241,48.7828210682563
"Bundesarchiv Abt. Militärarchiv",7.82186895309543,47.9786007636551
"Institut für Übersetzen und Dolmetschen",8.69810650691363,49.4103863017136
"Institut für Bildungswissenschaft",8.69803203043066,49.4099596837936
"Institut für Deutsch als Fremdsprachenphilologie",8.69822741395035,49.4093808496029
"Hochschule Heilbronn Campus Künzelsau Reinhold-Würth-Hochschule",9.71199027346815,49.2752495162103
"Duale Hochschule Baden-Württemberg Mosbach",9.15072606016125,49.3542612206261
"Pädagogische Hochschule Heidelberg",8.66947043155528,49.4201075784031
"Duale Hochschule Baden-Württemberg Mannheim",8.53508745853593,49.4735328787905
"Karlsruher Institut für Technologie",8.36716767179582,49.0216399359263
"Hochschulcampus Tuttlingen der Hochschule Furtwangen",8.81974575312579,47.9819124725569
NA,8.70850545,49.41044875
NA,8.70847972306023,49.4106932681471
NA,8.70849960742495,49.4109504252722
NA,8.70164757129708,49.4097757324668
"Universitätsbibliothek",8.67537421197482,49.4077254250431
"Hochschule Heilbronn - Campus Schwäbisch Hall",9.74402885767813,49.1125513929186
"Universität Hohenheim",9.20537860069853,48.7145682312268
"Hochschule Konstanz",9.16958570919326,47.6677895623904
"Universität Stuttgart",9.0895609834617,48.7512944792059
"Theologicum",9.0550766120501,48.5256949194585
"Technische Hochschule Ulm",10.0062163207506,48.4221335455394
"Technische Hochschule Ulm",9.9395945466051,48.418285163617
"Bildungscampus Mitte",9.21538290426773,49.1483286352327
"Bildungscampus Nord",9.21695703637763,49.1492715319388
"Hochschule Furtwangen Campus Schwenningen",8.53424676901281,48.0610908309703
"Zeppelin Universität - ZF Campus",9.44913213290673,47.6655930932679
"Universität Tübingen",9.03023475,48.53905365
"Institut für Sport und Sportwissenschaft",7.88178591612728,47.9904542448448
"Staatliche Akademie der Bildenden Künste Karlsruhe",8.38729905120678,49.0129575235023
"Albert-Ludwigs-Universität Freiburg",7.83305002849302,48.0145688128848
"Katholische Hochschule Freiburg",7.85663802037677,48.0036460993963
"Theologische Hochschule Reutlingen",9.21113202614666,48.4870311686218
"Campus Hubland Süd",9.97006517287492,49.7808290569271
"Biozentrum",9.97126747607945,49.7802860901959
"Gewächshaus",9.9708898398146,49.7797057682495
"1",11.5679595673605,48.1488393919833
"Universität der Bundeswehr München",11.6351936806459,48.0772467310304
"Gebäude F",11.5684210562353,48.1427768419646
"N6",11.5692655,48.15016435
"N5",11.5691046830438,48.1507501242497
"N4",11.5685544133472,48.1509072228096
"N3",11.5679779032034,48.151065067896
"N3",11.5675376232012,48.1511138082221
"N2",11.5673820765363,48.1505527949946
"Technische Hochschule Aschaffenburg",9.16178553858903,49.9722061386129
"Hörsäle",11.5998041233703,48.1360950097815
"Universität",9.92830282025386,49.7991862537213
NA,9.93295846773889,49.798684689811
NA,9.93323847441138,49.7999573134156
"Institut für Musikforschung",9.93283958910909,49.7914149192171
NA,9.93605636374562,49.788919523468
NA,9.93571389849881,49.7896032636934
"Neue Universität",9.93522940367772,49.7882275715332
"Julius-von-Sachs-Institut",9.93167505439082,49.7660435282286
"Otto-Friedrich-Universität Bamberg",10.9042009099257,49.9073930765047
"Studentenhaus",9.93390039159371,49.7858013232011
"Physikalisches Institut",9.9717478823252,49.7822544125188
"Informatikgebäude (M2)",9.97331232959307,49.7811947446708
"Naturwissenschaftlicher Hörsaalbau",9.97187800304112,49.7815098533268
"MRB 2",9.97190775195679,49.7828686773156
"Verfügungsbau Humangenetik / Physik",9.97488155042196,49.7818537320091
"Philosophische Fakultät",9.96589861674798,49.784244948933
"Institut für Geographie und Geologie (incl. Mineralogisches Museum)",9.97014069208765,49.7824698958965
"Hochschule München",11.5531831894706,48.1534526225425
"Fakultät Informatik",11.1023316193652,49.4581576005586
"Universität Bayreuth",11.5862315509556,49.9278010111461
"Friedrich-Alexander-Universität Erlangen-Nürnberg",11.0162529746125,49.6003963075544
"Haus der Forschung",11.5930695011396,48.1418599207225
"Fakultät für angewandte Sozialwissenschaften Hochschule München",11.451028023381,48.1415755665811
"Biozentrum",9.97130347370017,49.7800894989399
"Technische Hochschule Rosenheim",12.1080756085336,47.8667999478246
"Ostbayerische Technische Hochschule Regensburg",12.0962790287314,49.0030496915375
"Fachhochschule für öffentliche Verwaltung und Rechtspflege",11.727504809289,49.4938306854516
NA,11.8465094336079,49.4445257330827
"7",11.5686510266636,48.1495500375757
"9",11.5669356817091,48.1493113310125
"EIKON-Turm",11.5669974907458,48.148739007955
"Fachhochschule Würzburg-Schweinfurt",9.93320168035619,49.7871964822603
"Sankt Paul",11.1133554316011,49.4369089723689
NA,11.0114573980513,49.6017747450258
"Hörsäle Medizin",11.0130590934875,49.6023355781675
"Hochschule für Musik Nürnberg",11.1086581317488,49.4586394449461
"Veterinärmedizinisches Institut der Universität München",11.5863350963444,48.1514910655464
"Hochschule für angewandte Wissenschaften München",11.5554195110938,48.1596805524005
"Friedrich-Alexander-Universität Erlangen-Nürnberg Südgelände",11.0281228932205,49.5728386072896
"TU München Institut für Pharmakologie",11.59308615,48.1649995
"Nikolaus-Fiebiger-Zentrum für Molekulare Medizin",11.0139896718771,49.5991147104204
NA,11.5539734001205,48.153170079358
"Hochschule für angewandte Wissenschaften München - A Bau",11.5522790700484,48.1530451397783
"Hochschule für angewandte Wissenschaften München - D Bau",11.5526904673787,48.1526371146886
NA,11.5536794007011,48.1529647686829
"Hochschule für angewandte Wissenschaften München",11.5528962267896,48.1534368989326
"Hochschule für angewandte Wissenschaften München",11.5548258998603,48.1595011801131
"Uni Bamberg, Wilhelmsplatz 3 (WP3)",10.8979261638039,49.891451469926
"Institut für Pharmakologie und Toxikologie",11.5589820443644,48.1347598194284
"Physiologisches Institut",11.5605220509619,48.1347034742082
"Hochschule für evangelische Kirchenmusik",11.5723797825157,49.9395363986756
"Gebäude 75",11.6292111,48.07491115
"Gebäude 82",11.6273475756851,48.0737210405017
"Julius-Maximilians-Universität Würzburg, Fakultät Humanwissenschaften",9.95162002265456,49.7866287429092
"Hochschule für angewandte Wissenschaften Coburg",10.9514068055512,50.2650999713717
"Lehrstuhl für Paläoumwelt",11.0181684170385,49.5980362366348
"International Consortium for Research in the Humanities Building D3 (Administration)",11.0236060970284,49.5951758105802
"N8",11.5695551464402,48.1506242018892
"Hochschule München Campus Karlstraße",11.568651636952,48.1434085963527
"Hochschule München Campus Karlstraße",11.568786890987,48.1430877166528
"Institut für Geschichte und Ethik in der Medizin",11.0133533130554,49.5990579585425
"Kaufmännische Direktion",11.010439692365,49.6008489375979
"Institut für Rechtsmedizin",11.0113102955934,49.5974560056223
"FHWS Campus Röntgenring",9.93149909501275,49.7998648850729
"Gebäude 83",11.6268362237137,48.0734801687948
"Gebäude 84",11.6269812400021,48.0747115004865
"Versuchsanstalt Obernach",11.2913248154001,47.5566850616937
"Bayerische Akademie der Wissenschaften",11.5805684140586,48.1413842511139
"5",11.5668590421905,48.1499294916372
"4",11.5662542219479,48.1491698924038
"Audimax",11.5674657031052,48.1494593565374
"2",11.5677395101925,48.1480256295893
"Gebäude A",11.8482943012828,49.4445301999964
"OTH Amberg-Weiden Verwaltung",11.8482823785839,49.4441186802077
"Campus Hubland Nord",9.97374274351047,49.7860341939849
"N1",11.568348993685,48.1503825426575
"6 - Theresianum",11.5677273043894,48.1499306671245
"3",11.5662123617323,48.1483938267602
"Leopold-Mozart-Zentrum der Universität Augsburg",10.8997611490408,48.3656796200769
"Fakultät Werkstofftechnik",11.1023261027986,49.4583944053011
"cbm Centrum Baustoffe und Materialprüfung (TUM)",11.4756589390464,48.1494605451164
"TUM Zentrum Geotechnik",11.4746371086151,48.1492678748382
"Prüfamt für Verkehrswegebau",11.4760795252807,48.1491697054588
"cbm Centrum Baustoffe und Materialprüfung (TUM)",11.4753611882008,48.1491818678999
"Ludwig-Maximilians-Universität",11.5798476156542,48.1504618239273
"Hochschule für Philosophie",11.583005588824,48.1489416814988
"Ludwig-Maximilians-Universität",11.5791333456784,48.1488576995919
"C4 - Anorganische Chemie",9.96933216073119,49.7797286126499
"C6 - Zentrum für Entsorgung und Recycling",9.96931410681993,49.7800240422618
"C1 - Institut für Organische Chemie",9.96797115124513,49.7806636507381
"C7 - Pharmazie u. Lebensmittelchemie",9.9672831577176,49.7805161015396
"C5 - Physikalische und Theoretische Chemie",9.96794084374963,49.7799546451176
"C3 - Zentralbau Chemie",9.96881329974215,49.7801880464308
"C3 - Zentralbau Chemie",9.96862599288766,49.7805680679153
"Z7 - Zentrales Naturwissenschaftilches Praktikumsgebäude",9.96847184567883,49.7792844932443
"Zentrum für Sprachen und Mediendidaktik",9.9748640340403,49.7821178162066
"Mensagebäude",9.968215437505,49.7816078686191
"C2 - Neubau f. Anorganische Chemie",9.96954779454897,49.7804799561896
"Fakultät für Informatik - Gebäude N",10.9025043480248,48.3564549385116
"FHWS",9.93277316238511,49.7874428640059
"Hochschule für Musik",9.94069243301992,49.7946593903729
"FHWS",9.9373204,49.7805325
"Hochschule für katholische Kirchenmusik und Musikpädagogik Regensburg",12.0988455452941,49.024932935121
"Tierärztliche Fakultät",11.5478729548772,48.1640275533416
NA,9.97725374601115,49.7867546246423
NA,9.97407308151906,49.7845789464138
NA,9.97441617801232,49.7859994716028
"Hubschrauber und Psy-Cave",9.97548272460424,49.7840207836279
"Bauleitung",9.97297187054566,49.7852303191185
"Verfügungsgebäude der Fakultät für Humanwissenschaften",9.97729394581791,49.7853149748539
"Physik Ost, Astronomie",9.97225552916536,49.7851582992081
NA,9.9772227521426,49.7874640279665
"Zentralverwaltung",9.97436654253008,49.7867145951759
"Mathematik Ost",9.97339399610987,49.7845360782955
NA,9.97723509763347,49.7860322766119
"Bibliotheks- und Seminarzentrum",9.97575770665724,49.7860372517253
"Chemie",9.97371375308984,49.7852879780181
"Physik West",9.97152624916269,49.7850523175964
NA,9.97636820658465,49.78415310206
"Mathematik West",9.97270839067589,49.7844759986368
"Gebäude 52",9.9744219234184,49.7852897665234
"Student's House",9.9711067275898,49.7865748423265
NA,9.97265201075371,49.7865789211731
"International Graduate School",9.970875180008,49.7848741892819
"Servicezentrum Technischer Betrieb",9.97588482718641,49.7813865057457
"Faculty Club",9.97103384222807,49.7862162912757
"Wissenschaftszentrum Ost- und Südosteuropa Regensburg",12.1026102546216,49.0149432300199
"Fakultät für Humanwissenschaften
Gebäude Wittelsbacherplatz 1",9.95172525115919,49.7867288734081
"Studentenwohnheim",9.97432121962798,49.7881556475668
"Didaktik- und Sprachenzentrum",9.97101920710903,49.787927478506
NA,9.97530236767527,49.7881625448234
"Prüfungsamt",9.97438414984006,49.7874380972106
NA,9.976228421142,49.7881695433678
"Zentrales Hörsaal- und Seminargebäude",9.96895325249677,49.7839639584765
"Verfügungsgebäude der Philosophischen Fakultät",9.97721671977559,49.7881823234039
NA,9.97858404535541,49.7847020082205
"Magnet Resonanz Bayern MR3",9.97338027990637,49.7821709491171
"OTH Amberg-Weiden Bibliothek/RZ",11.8465023859611,49.4441195622732
"Gottfried-Landwehr-Labor für Nanotechnologie",9.971392330174,49.7828714585017
NA,9.97322436249179,49.7822999399039
NA,9.97598292357561,49.7845322827109
"Sportzentrum",9.96794583111038,49.7775395869339
"Robotikhalle (M3)",9.97464729539325,49.7812886399528
"MRB 1",9.971293288778,49.7825559715916
"Gebäude 62",11.6284569085402,48.0778303565263
"Mediadesign Hochschule",11.6036282383828,48.1165488251607
NA,11.6309792153183,48.0752113685815
"OTH Amberg-Weiden",11.8473749242063,49.4441625699532
"Fakultät für Informatik",11.5759192545449,48.1470144191543
"Center for Advanced Studies LMU",11.5903674188162,48.1587878466194
"Ludwig-Maximilians-Universität",11.5828765547472,48.1511528449059
"Rudolf-Wöhrl-Hörsaal",11.0119883020853,49.5989204246061
"Hochschule Weihenstephan-Triesdorf",10.6539172578384,49.2028451218628
"Akademie der Bildenden Künste Nürnberg",11.134901265583,49.4457427176134
"Ostbayerische Technische Hochschule Regensburg",12.0703129447946,49.0173923109198
"Technische Hochschule Nürnberg Georg Simon Ohm",11.0941146840332,49.4523574234026
"Technische Hochschule Nürnberg Georg Simon Ohm",11.0970373817744,49.4528030480744
"Institut für Philosophie",9.93552589845256,49.790184899735
"Helmut Pabel Hörsaal",9.9755041271503,49.7872127716163
"Bibliotheks- und Seminarzentrum",9.9757652276925,49.78611250248
"Markusstraße 8a (MG1/MG2)",10.8826558887353,49.8952881950868
"Technische Hochschule Ingolstadt",11.4337541104878,48.7668529494387
"Friedrich-Alexander-Universität Erlangen-Nürnberg",11.0855173361112,49.4583659068084
"Technische Hochschule Nürnberg Georg Simon Ohm",11.0959625043831,49.4492085036335
"Geodätisches Observatorium Wettzell",12.877664160733,49.1444157352997
"Technische Universität München",11.5677556872525,48.1495553195539
"Wilhelm Löhe Hochschule",10.9978506542066,49.4596781304319
"Hämatologikum des Helmholtz Zentrums München",11.4671192559926,48.112847749977
NA,11.0263151161798,49.5436283977754
"Katholische Universität Eichstätt-Ingolstadt – Wirschaftswissenschaftliche Fakultät",11.4159066767345,48.7659549285527
"Hochschule Amberg-Weiden",12.1773747217423,49.6704300794033
"Universität Passau",13.4516659247443,48.567088991226
"Rechenzentrum der Universität Würzburg",9.97354503197133,49.7818073495086
"Wissenschaftszentrum Straubing",12.5843843220027,48.8837677860547
NA,12.0866086,48.98804035
NA,11.7805169771863,50.1928780394245
"Pathologisches Institut der LMU",11.5649377870935,48.1300388501539
"Limnologische Station der TU München",11.3180226741404,47.7708472104399
"LMU Fakultät für Chemie und Pharmazie",11.4670367879986,48.1140020129517
"Neurologisches Forschungshaus des Uniklinikums Großhadern",11.4680145825659,48.1130410938206
"Hochschule Kempten",10.3132793330577,47.7150809472921
"Technologie Campus Teisnach",13.00418895,49.0258977
"Studentenhaus",9.93437326430241,49.7859849486468
NA,9.96751287718164,49.7807174684909
"Hochschule Landshut / Hochschule für angewandte Wissenschaften",12.1842007047682,48.5505787430953
"Hochschule Neu-Ulm",10.0099278095762,48.3802935336491
NA,11.7295704337419,48.4020323908798
"Hochschule für angewandte Wissenschaften München, Campus Karlstraße",11.5687775553966,48.1429852924573
NA,11.02487321513,49.5441199012823
"TUM Zentrum Geotechnik",11.475309933982,48.149117308916
"Max Kneißl Institut für Geodäsie",11.3339981888793,48.1770525471517
"Hochschule Augsburg",10.9051500659743,48.3552016363435
"Hochschule für angewandte Wissenschaften, Fachhochschule Würzburg-Schweinfurt, Abteilung Schweinfu",10.2208344092513,50.0454629927112
"Technische Hochschule Nürnberg Georg Simon Ohm",11.1023518735703,49.4582188832391
NA,11.8468726046699,49.4434478666331
NA,11.8465105638104,49.4434471742148
NA,11.8482403630685,49.4434505790521
NA,11.84787755,49.44344985
NA,11.8473700710212,49.443448848268
"Laborräume der Fakultät für Physik und Astronomie",9.97320043706316,49.782728046022
NA,11.8474182906607,49.4435517349718
"Kompetenzzentrum für Nachwachsende Rohstoffe",12.5839953286906,48.8844730042973
NA,9.96760418170002,49.7811559563459
"Institut für Geschichte der Medizin",9.95188184862597,49.7759972681838
"Lehrstuhl für Kunststofftechnik / Lehrstuhl für Technische Thermodynamik",11.0248292215093,49.5428528765741
"Holzforschung München",11.5620332740197,48.1630404598521
NA,11.0291845415282,49.5943836882287
NA,11.0278890839429,49.5944884625837
"Tumorzentrum Erlangen-Nürnberg, Uni-Klinikum",11.0277770444997,49.5953482458124
"Technische Hochschule Deggendorf",12.9546613723515,48.8295429339199
NA,10.7118738,50.11196105
"Technische Hochschule Nürnberg Georg Simon Ohm",11.0960387598003,49.4482213779109
"Institut für Philosophie",9.93833224447663,49.7925191472784
NA,11.0141109931348,49.5994584019115
"Friedrich-Alexander-Universität Erlangen-Nürnberg",11.0147105994014,49.5999585198618
"Institut für Organische Chemie",11.0124020798437,49.5938589105169
"Hochschule Augsburg",10.9067406406072,48.3585198585564
"Technikum 1 / Neue Materialien (ZMP)",11.009553428188,49.469033714522
NA,9.96922379659089,49.7803776145975
NA,11.1869507117686,48.8914091256712
"Geobau",11.1878695067023,48.8900153568007
"Oberer Neubergweg 10a",9.95208895,49.776058
NA,9.93325106192811,49.7907191885767
"Akademie der Bildenden Künste München",11.5801034059027,48.1531257422779
"Dieter-Thoma-Labor",11.5669931344614,48.1484408503702
"Naturwissenschaftliche Fakultät",11.0291357270004,49.5796378629219
"Hochschule für angewandte Wissenschaften München - X Bau",11.5546513986534,48.1550988419284
"Katholische Universität Eichstätt-Ingolstadt",11.1897580806708,48.8888135352765
"Biomedizinisches Zentrum der LMU",11.4591520966512,48.1108850288138
"Fakultät für Biologie der LMU",11.4591310096977,48.1089712216466
"Friedrich-Alexander-Universität Erlangen-Nürnberg Wirtschafts- und Sozialwissenschaftliche Fakult",11.0794558554743,49.4522616469689
"Hochschule für angewandte Wissenschaften München - C Bau",11.5532018551596,48.1526010576614
"Versorgungszentrum",11.0131495329939,49.6015749726061
"Technische Universität München",11.6698671898943,48.2657761706313
"Hochschule München Campus Karlstraße",11.5687753175961,48.1432966492203
"Hochschule München Campus Karlstraße",11.5690309098959,48.1426052936357
"Hochschule München Campus Karlstraße",11.5691374711753,48.142998134697
"Hochschule München Campus Karlstraße",11.5687792733152,48.1427841788023
"Hochschule München Campus Karlstraße",11.5687792733152,48.1427841788023
"Hochschule München Campus Karlstraße",11.5684823098096,48.1433736917754
"Nano-Institut der Ludwig-Maximilians-Universität München",11.5858361938344,48.1516931834308
"Hans-Haffner-Sternwarte des FKG",9.79599892307825,49.793916938482
NA,11.77989995,50.19304005
NA,11.78006315,50.19332185
"Ludwig-Maximilians-Universität München, Institut für Informatik",11.5943468371469,48.150065729326
"Gästehaus der Universität Würzburg",9.93343427696673,49.7855787124526
"Tierärztliche Fakultät der Ludwig-Maximilians-Universität München",11.5460035316402,48.2469783617182
"OTH Amberg-Weiden Fakultät MB/UT",11.8473706308607,49.4437337397805
"Universität Regensburg",12.0950851059867,48.9958269540986
"FHWS Fachbereich Gestaltung",9.93390153651377,49.7876460502498
"Ludwig-Maximilians-Universität",11.583521407386,48.1496223301456
"Ludwig-Maximilians-Universität",11.5605609387797,48.1329228118123
"Institut für Kunstgeschichte",11.564164716948,48.1583504370852
"C8 - Center for Nanosystems Chemistry",9.96925545114216,49.77943403867
NA,12.5040646186241,48.6329865206054
"Institut für Lern-Innovation",11.009485380327,49.4695244581302
"Karlsruher Institut für Technologie",8.36716767179582,49.0216399359263
NA,11.0086841215396,49.5944361741324
NA,11.0309613836554,49.5955058857455
"Friedrich-Alexander-Universität Erlangen-Nürnberg Röthelheimpark",11.0285307913539,49.5944276525829
